Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description
	8.55 tỷ	https://batdongsan.vn/ban-nha-hxh-8m-duong-le-van-quoi-dt-4x17m-3-lau-gia-855-ty-tl-lien-he-ngay-r265054	68	nan	nan	nan	"- Bán nhà: Hẻm xe hơi đường Lê Văn Quới, DT: 4x17m.
- Tiện ích: Hẻm trước nhà 8m xe hơi vô đến nhà, cách mặt tiền đường chỉ vài chục m, cách ngã 3 Lê Văn Quới - Mã Lò chưa đến 500m. Bán kính tiện ích nằm trong 1km như chợ, siêu thị, trường học các cấp, bệnh viện, cửa hàng công nghệ, dịch vụ ăn uống,v.v...
- Kết cấu: 1 trệt, 1 lửng, 2 lầu, sân thượng, 4 phòng ngủ, 4 toilet.
- Vị trí: Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ.
- Giá: 8.55 tỷ TL.

Liên hệ: 0707725457 Phú Cường.
Hỗ Trợ Khách Hàng Đăng Bộ Sang Tên Hoàn Toàn Miễn Phí.
Cam kết những thông tin trên đúng 100% sự thật.
Uy Tín - Chuyên Nghiệp - Tốc Độ - Hiệu Quả.
Sàn giao dịch BĐS TanPhuLand.
Đc: 229 Lê Văn Quới, P. Bình Trị Đông, Q. Bình Tân, TP. HCM."
	6.1 tỷ	https://batdongsan.vn/hxh-nguyen-xi-44x10-3-lau-61-ty-p13-binh-thanh-r265053	44	2	3	nan	"HẺM RỘNG 6M - XE HƠI NGỦ TRONG NHÀ
3 lầu 6,1 tỷ Hxh Nguyễn Xí 4,4x10 Phường 13 Bình Thạnh

+ 1 trệt, 1 lửng, 2 lầu , 2 phòng ngủ 3wc
+ Sổ đỏ chính chủ - hoàn công đầy đủ
+ Ngay Phạm Văn Đồng, Đinh Bộ Lĩnh ....."
	5.5 tỷ	https://batdongsan.vn/ban-nha-hxh-thong-duong-dat-moi-dt-38x105m-3-lau-gia-55-ty-tl-lien-he-ngay-r265051	40	nan	nan	nan	"- Bán nhà: Hẻm xe hơi thông đường Đất Mới, DT: 3.8x10.5m.
- Tiện ích: Hẻm 5m thông ra đường Lê Văn Quới và Mã Lò, cách mặt tiền đường chỉ vài chục m, cách ngã 3 Đất Mới - Lê Văn Quới chưa đến 200m. Bán kính tiện ích nằm trong 1km như chợ, siêu thị, trường học các cấp, cửa hàng công nghệ, dịch vụ ăn uống,v.v...
- Kết cấu: 1 trệt, 3 lầu.
- Vị trí: Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ.
- Giá: 5.5 tỷ TL.

Liên hệ: 0707725457 Phú Cường.
Hỗ Trợ Khách Hàng Đăng Bộ Sang Tên Hoàn Toàn Miễn Phí.
Cam kết những thông tin trên đúng 100% sự thật.
Uy Tín - Chuyên Nghiệp - Tốc Độ - Hiệu Quả.
Sàn giao dịch BĐS TanPhuLand.
Đc: 229 Lê Văn Quới, P. Bình Trị Đông, Q. Bình Tân, TP. HCM."
	5.4 tỷ	https://batdongsan.vn/hem-8m-47x11-nguyen-kiem-54-ty-p3-go-vap-r265050	52	2	2	nan	"Hẻm 8m 4,7x11 Nguyễn Kiệm 5.4 tỷ P3 Gò Vấp

+ BTCT 1 trệt, 1 lầu 2 phòng ngủ 2wc ban công
+ Phạm Văn Đồng, công viên Gia Định, Lê Quang Định, Hoàng Văn Thụ, Nguyễn Thái Sơn
+ Mặt tiền tiện ở buôn bán cho thuê..."
	5 tỷ	https://batdongsan.vn/ban-nha-hxh-thong-duong-huong-lo-2-dt-42x19m-1-lung-gia-5-ty-tl-lien-he-ngay-r265049	80	nan	nan	nan	"- Bán nhà: Hẻm xe hơi thông đường Hương Lộ 2, DT: 4.2x19m.
- Tiện ích: hẻm 6m thông ra đường Đất Mới, cách ngã 4 Hương Lộ 2 - Mã Lò chỉ 500m. Bán kính tiện ích nằm trong 1km như chợ, siêu thị, trường học các cấp, bệnh viện, cửa hàng công nghệ, dịch vụ ăn uống,v.v...
- Kết cấu: 1 trệt, 1 lửng.
- Vị trí: Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ.
- Giá: 5 tỷ TL.

Liên hệ: 0707725457 Phú Cường.
Hỗ Trợ Khách Hàng Đăng Bộ Sang Tên Hoàn Toàn Miễn Phí.
Cam kết những thông tin trên đúng 100% sự thật.
Uy Tín - Chuyên Nghiệp - Tốc Độ - Hiệu Quả.
Sàn giao dịch BĐS TanPhuLand.
Đc: 229 Lê Văn Quới, P. Bình Trị Đông, Q. Bình Tân, TP. HCM."
	5.8 tỷ	https://batdongsan.vn/bom-tan-dau-tu-hxt-thong-55m-ngang-le-trong-tan-gan-100m2-chi-58-ty-r265048	93	nan	nan	Thành phố Hồ Chí Minh	"BOM TẤN ĐẦU TƯ HXT THÔNG - 5.5m ngang, Lê Trọng Tấn gần 100m2 chỉ 5.8 tỷ

_ Hẻm xe tải thông, sát bên KCN Tân Bình
_ Cho thuê sẵn 11tr/tháng, hẻm sạch sẽ yên tĩnh, phù hợp vừa ở vừa cho thuê hoặc xây mới CHDV
_ Cách chợ 5 phút muốn mua gì cũng có, gần trường CNTP, đi Aeon 5 phút
_ Sổ vuông vức, pháp lý chuẩn, anh chị thiện chí gặp chính chủ thương lượng bớt lộc

LH: 0976849496 Ms Truc Chuyên hợp tác mua bán nhà phố khắp Sài Gòn"
	10500000000 tỷ	https://batdongsan.vn/gap-ban-nha-hxh-nhu-biet-thu-mini-cong-lo-tan-binh-dt-85m2-nhinh-10-ty-r265043	85	5	nan	Thành phố Hồ Chí Minh	"+ Chủ vừa mới xây để ở nên rất kiên cố, chắc chắn, khách mua dọn vào ở ngay, với 1 trệt 1 lửng 2 lầu sân thượng, tổng 6PN, nội thất toàn đồ xịn.

+ Nhà sát mặt tiền, ngay đoạn giao với Phạm Văn Bạch thông ra Phan Huy Ích, thông thương thuận tiện ra các trục đường chính như Trường Chinh, Cộng Hòa... Liên kết giao thông với các quận như, Tân Phú, Gò Vấp, Q12... Cách sân bay khoảng 10 phút.

+ Tiện ích xung quanh ngút ngàn, với bán kính 3km đầy đủ tiện ích, gần chợ Tân Trụ, Khu công nghiệp Tân Bình, trường học các cấp, các chi nhánh ngân hàng...

+ Pháp lý chuẩn, Sổ tại gia, vuông như tờ A4 cực đẹp nở hậu nhẹ tài lộc, mua bán công chứng trong 1 nốt nhạc."
	4.8 tỷ	https://batdongsan.vn/sieu-nha-pho-bach-mai-nha-moi-hien-dai-5-ngu-cuc-rong-tien-ich-vo-van-an-sinh-cuc-dinh-45m-r265042	45	5	6	Hai Bà Trưng	"+ Nhà vị trí đẹp, ngõ ô tô chạy.
+Nhà 2 thoáng trước sau. Vị trí trung tâm thành phố ngay sát Trần Khát Chân, Phố Huế chỉ đúng 5 phút lên Hồ Gươm. Ngõ thông Lê Thanh Nghị ngay sát các Trường Đại Học lớn như Bách Khoa, Kinh Tế Quốc Dân. Nhà gần chợ, bệnh viên Thanh Nhàn, xung quanh tiện ích vô vàn, an sinh cực đỉnh.
Tầng 1: Khách + Bếp ( có thể làm để xe và phòng ăn )
Tầng 2: Thông sàn 1 phòng cực rộng làm phòng Khách hoặc Ngủ + Wc
Tầng 3: 2 phòng + wc
Tầng 4: 2 phòng + wc
Tầng 5: Phòng thờ + sân phơi

LIÊN HỆ: 0387467180
GIA BÌNH"
	6.2 tỷ	https://batdongsan.vn/ban-nha-1-tret-1-lau-mt-nguyen-thanh-phuong-pthong-nhat-chi-62-ti-r265041	73	2	2	nan	"Bán nhà 1 trệt 1 lầu Mặt Tiền Nguyễn Thành Phương phường Thống Nhất Biên Hòa
nhà nằm ngay mặt tiền Nguyễn Thành Phương kinh doanh với mọi ngành nghề
nhà 1 trệt 1 lầu có sân rộng ,phòng khách , 2 phòng ngủ , bếp ,2 wc
Diện tích ( 5 x 14.8 ) 73m2
pháp lý : SHR , thổ cư"
	3.4 tỷ	https://batdongsan.vn/thanh-tri-nha-dep-ngo-thong-o-to-vao-nha-70m2-chi-hon-25-ty-lh-nhung-0842031326-r265039	70	nan	nan	nan	"Chính chủ gửi bán căn nhà Thanh Trì, gần KDT Xa La, Hà Đông, Hà Nội.
Diện tích 70m2, nhà 2 tầng đầy đủ công năng.
Trước nhà rộng, ô tô đỗ trong nhà
Vị trí đắc địa, ngõ thông, vô vàn tiện ích gần viện K Tân Triều, viện 103, KDT Xa La, KDT mới Cầu Bươu…
Pháp lý rõ ràng.
Giá 3.4 tỷ (có thương lượng)
LH Nhung 0842031326"
